feedback,sentiment_label,ratings,sentiment_desc,clean_text,text_length
Good working is housekeeping department room and restroom cleaning is nice especially Staff.,1,4,Positive,good working housekeeping department room restroom cleaning nice especially staff,10
Dietician Aruna Devi explained very well we are very much satisfied with her counseling she had given diet plan very helpfull Thank you.,1,5,Positive,dietician aruna devi explained well much satisfied counseling given diet plan helpfull thank,13
Doctor treatmentnurse curing and Cleaning department are very excellent especially hk staff.,1,5,Positive,doctor treatmentnurse curing cleaning department excellent especially hk staff,9
Nursing service also good Thanks for over all Thank for Ortho team.,1,5,Positive,nursing service also good thanks thank ortho team,8
They have confirm me appointment for but nobody is responding.,0,2,Negative,confirm appointment nobody responding,4
It is a bad experience Overall.,0,2,Negative,bad experience overall,3
The Doctor didn't had time to listen to my issues nor could explain to me on the treatment options,0,2,Negative,doctor didnt time listen issue could explain treatment option,9
Complete failure of hospital management system and foundational patient communication training.,0,2,Negative,complete failure hospital management system foundational patient communication training,9
Very poor behaviour and attitude displayed by doctor Dr Ashwin Kr.,0,1,Negative,poor behaviour attitude displayed doctor dr ashwin kr,8
This is worst hospital In two months my father admitted thrice and yet doctor can not find out what is the issue.,0,1,Negative,worst hospital two month father admitted thrice yet doctor find issue,11
Discharge procedures are so slow mainly because of the nurses due to lack of understanding and importance of patients.,0,2,Negative,discharge procedure slow mainly nurse due lack understanding importance patient,10
And also Sister Leema was very helpful in explaining the insurance and was kind.,1,5,Positive,also sister leema helpful explaining insurance kind,7
Diagnosis treatment and care are good It is a big organisation Cost is bit on the higher side Discharge process was not smooth.,1,3,Positive,diagnosis treatment care good big organisation cost bit higher side discharge process smooth,13
The ward was also very clean and well maintained.,1,5,Positive,ward also clean well maintained,5
My mother was treated by Dr Vivek Padegal and team The pulmonologist team did a very thorough diagnosis and suggested the best course of treatment.,1,4,Positive,mother treated dr vivek padegal team pulmonologist team thorough diagnosis suggested best course treatment,14
Diagnosis treatment and care are good.,1,5,Positive,diagnosis treatment care good,4
Amazing service,1,5,Positive,amazing service,2
Good,1,4,Positive,good,1
It is a big organisation and a large team of doctors and supporting staffs doing a decent job! Cost is bit on the higher side. ,1,5,Positive,big organisation large team doctor supporting staff decent job cost bit higher side,13
I'm very happy with this services.,1,5,Positive,im happy service,3
Food quality at hospital needs improvement Otherwise excellent service from doctor and hexa buddies.,1,3,Positive,food quality hospital need improvement otherwise excellent service doctor hexa buddy,11
Nirmala was co ordinated my son's case very knowledgeable and end end supported i strongly recommend to hexa health.,1,5,Positive,nirmala co ordinated son case knowledgeable end end supported strongly recommend hexa health,13
The timing of admission and discharge for insurance patients can be provided with more clarity.,1,4,Positive,timing admission discharge insurance patient provided clarity,7
Good service by dilip kumar,1,4,Positive,good service dilip kumar,4
So worst experience.,0,1,Negative,worst experience,2
the reception guys are worst They make you wait like hell.,0,1,Negative,reception guy worst make wait like hell,7
Met Dr Sagar C in Pulmonology We are very grateful to him for his apt guidance Online appointment booking was helpful too parking was a challenge though.,1,4,Positive,met dr sagar c pulmonology grateful apt guidance online appointment booking helpful parking challenge though,15
